order_id,user_id,seller_id,product_category,price,payment_type,seller_rating,delivery_days,order_date,user_state,user_past_returns,return_flag,return_reason,seller_bin,delay_bin,rrs,risk_tier,month
ORD000605,U00115,S0016,Fashion,970.77,Prepaid,3.9,8,2024-06-01,Tamil Nadu,2,0,,3-4★,7+ days,60,High,2024-06
ORD000606,U00587,S0138,Electronics,978.77,COD,2.2,2,2023-06-03,Karnataka,0,0,,2-3★,1-2 days,55,High,2023-06
ORD000607,U00336,S0134,Home & Kitchen,505.18,COD,4.4,5,2024-03-28,Delhi,4,0,,4-5★,5-6 days,45,Medium,2024-03
ORD000608,U00697,S0053,Home & Kitchen,1067.76,COD,4.1,5,2024-05-15,Delhi,1,0,,4-5★,5-6 days,35,Medium,2024-05
ORD000609,U00921,S0131,Fashion,285.04,Prepaid,2.7,4,2024-04-01,Maharashtra,2,1,Not as described,2-3★,3-4 days,55,High,2024-04
ORD000610,U00465,S0034,Fashion,702.12,Prepaid,3.3,7,2024-06-09,Gujarat,1,1,Changed mind,3-4★,7+ days,50,Medium,2024-06
ORD000611,U00578,S0015,Beauty,884.59,COD,4.6,4,2024-04-18,Uttar Pradesh,2,0,,4-5★,3-4 days,35,Medium,2024-04
ORD000612,U00741,S0006,Fashion,479.3,Prepaid,4.1,3,2024-02-10,Uttar Pradesh,1,0,,4-5★,3-4 days,25,Low,2024-02
ORD000613,U00837,S0001,Fashion,433.1,COD,4.6,4,2023-08-12,Delhi,0,1,Damaged in transit,4-5★,3-4 days,40,Medium,2023-08
ORD000614,U00047,S0109,Fashion,461.31,Prepaid,1.6,4,2023-12-19,Delhi,3,1,Late delivery,1-2★,3-4 days,65,High,2023-12
ORD000615,U00555,S0016,Electronics,3488.51,Prepaid,3.9,3,2023-03-12,Gujarat,0,0,,3-4★,3-4 days,15,Low,2023-03
ORD000616,U00033,S0074,Fashion,477.6,Prepaid,5.0,6,2024-02-23,Karnataka,1,0,,4-5★,5-6 days,35,Medium,2024-02
ORD000617,U00788,S0035,Fashion,429.58,COD,4.8,3,2024-03-06,Rajasthan,4,1,Wrong item,4-5★,3-4 days,60,High,2024-03
ORD000618,U00460,S0097,Electronics,15000.0,Prepaid,4.0,3,2024-01-20,Delhi,0,0,,3-4★,3-4 days,0,Low,2024-01
ORD000619,U00700,S0170,Electronics,1884.99,COD,4.9,5,2023-05-17,West Bengal,0,0,,4-5★,5-6 days,25,Low,2023-05
ORD000620,U00122,S0046,Books,913.53,Prepaid,2.1,5,2024-02-07,Andhra Pradesh,1,0,,2-3★,5-6 days,40,Medium,2024-02
ORD000621,U00131,S0187,Home & Kitchen,1017.54,COD,2.8,7,2023-08-17,Maharashtra,2,0,,2-3★,7+ days,75,High,2023-08
ORD000622,U00775,S0006,Fashion,1080.81,COD,5.0,3,2023-11-02,Andhra Pradesh,1,1,Changed mind,4-5★,3-4 days,50,Medium,2023-11
ORD000623,U00435,S0137,Fashion,328.99,Prepaid,2.7,3,2024-01-24,Tamil Nadu,2,1,Not as described,2-3★,3-4 days,55,High,2024-01
ORD000624,U00254,S0118,Home & Kitchen,852.01,COD,1.0,6,2023-12-21,Uttar Pradesh,3,1,Quality issue,1-2★,5-6 days,85,Very High,2023-12
ORD000625,U00194,S0186,Electronics,3151.75,Prepaid,2.3,5,2023-04-26,Maharashtra,4,0,,2-3★,5-6 days,50,Medium,2023-04
ORD000626,U00829,S0170,Fashion,1049.63,Prepaid,2.9,5,2024-03-05,Telangana,2,0,,2-3★,5-6 days,55,High,2024-03
ORD000627,U00785,S0005,Fashion,982.03,COD,3.8,3,2023-09-04,Delhi,5,1,Quality issue,3-4★,3-4 days,75,High,2023-09
ORD000628,U00104,S0153,Beauty,1346.95,Prepaid,4.2,4,2023-02-04,Telangana,3,1,Changed mind,4-5★,3-4 days,20,Low,2023-02
ORD000629,U00689,S0181,Books,640.26,Prepaid,4.1,4,2023-02-19,Tamil Nadu,2,0,,4-5★,3-4 days,10,Low,2023-02
ORD000630,U00759,S0012,Fashion,344.94,COD,3.7,4,2024-02-16,Tamil Nadu,0,1,Changed mind,3-4★,3-4 days,55,High,2024-02
ORD000631,U00553,S0056,Home & Kitchen,2084.27,COD,3.9,4,2023-02-27,Karnataka,0,0,,3-4★,3-4 days,40,Medium,2023-02
ORD000632,U00516,S0075,Home & Kitchen,1480.32,COD,4.4,4,2023-08-28,Telangana,1,0,,4-5★,3-4 days,35,Medium,2023-08
ORD000633,U00327,S0148,Beauty,1752.88,Prepaid,4.0,4,2023-11-25,Tamil Nadu,5,0,,3-4★,3-4 days,20,Low,2023-11
ORD000634,U00310,S0037,Fashion,829.85,Prepaid,3.7,4,2024-06-17,Tamil Nadu,1,0,,3-4★,3-4 days,40,Medium,2024-06
ORD000635,U00424,S0077,Fashion,760.41,COD,5.0,3,2023-10-09,Maharashtra,1,0,,4-5★,3-4 days,50,Medium,2023-10
ORD000636,U00571,S0152,Fashion,1418.7,COD,1.8,6,2023-06-29,Rajasthan,1,1,Late delivery,1-2★,5-6 days,90,Very High,2023-06
ORD000637,U00570,S0127,Fashion,876.44,COD,5.0,3,2023-02-18,Rajasthan,3,1,Wrong item,4-5★,3-4 days,60,High,2023-02
ORD000638,U00805,S0135,Home & Kitchen,822.7,Prepaid,1.7,5,2023-11-23,Rajasthan,0,1,Late delivery,1-2★,5-6 days,30,Medium,2023-11
ORD000639,U00419,S0039,Fashion,627.22,Prepaid,3.6,6,2023-11-04,Rajasthan,0,0,,3-4★,5-6 days,40,Medium,2023-11
ORD000640,U00189,S0194,Sports,515.96,COD,4.0,4,2024-04-29,Tamil Nadu,3,0,,3-4★,3-4 days,45,Medium,2024-04
ORD000641,U00870,S0058,Fashion,998.55,Prepaid,4.0,3,2023-11-04,Karnataka,4,1,Not as described,3-4★,3-4 days,35,Medium,2023-11
ORD000642,U00826,S0119,Home & Kitchen,983.64,COD,2.9,10,2023-03-01,Rajasthan,0,1,Damaged in transit,2-3★,7+ days,75,High,2023-03
ORD000643,U00992,S0107,Fashion,588.08,COD,2.9,2,2024-06-26,Karnataka,0,0,,2-3★,1-2 days,70,High,2024-06
ORD000644,U00398,S0063,Books,499.41,COD,4.3,1,2023-09-19,Tamil Nadu,3,0,,4-5★,1-2 days,45,Medium,2023-09
ORD000645,U00339,S0166,Fashion,548.79,COD,4.2,5,2023-03-22,West Bengal,5,1,Changed mind,4-5★,5-6 days,60,High,2023-03
ORD000646,U00095,S0138,Electronics,3704.61,COD,3.7,9,2023-07-15,Uttar Pradesh,3,1,Size mismatch,3-4★,7+ days,80,Very High,2023-07
ORD000647,U00387,S0173,Home & Kitchen,1014.45,Prepaid,4.4,5,2023-02-10,Delhi,0,0,,4-5★,5-6 days,0,Low,2023-02
ORD000648,U00193,S0195,Fashion,267.02,COD,2.9,6,2023-08-11,Tamil Nadu,1,1,Changed mind,2-3★,5-6 days,90,Very High,2023-08
ORD000649,U00891,S0086,Home & Kitchen,1535.52,COD,3.0,3,2023-11-07,Maharashtra,0,0,,2-3★,3-4 days,40,Medium,2023-11
ORD000650,U00217,S0049,Electronics,2483.03,COD,5.0,6,2023-05-01,Gujarat,0,0,,4-5★,5-6 days,35,Medium,2023-05
ORD000651,U00937,S0063,Sports,2029.99,COD,2.0,4,2023-07-29,Tamil Nadu,3,1,Changed mind,1-2★,3-4 days,75,High,2023-07
ORD000652,U00566,S0083,Toys,1225.34,Prepaid,2.9,7,2023-10-17,Gujarat,5,1,Changed mind,2-3★,7+ days,60,High,2023-10
ORD000653,U00547,S0167,Fashion,2144.18,COD,3.6,1,2024-01-03,Uttar Pradesh,0,1,Wrong item,3-4★,1-2 days,55,High,2024-01
ORD000654,U00369,S0132,Fashion,782.63,COD,2.8,3,2024-05-24,Delhi,5,1,Changed mind,2-3★,3-4 days,90,Very High,2024-05
ORD000655,U00823,S0185,Electronics,4459.35,COD,4.2,5,2024-04-25,West Bengal,0,0,,4-5★,5-6 days,25,Low,2024-04
ORD000656,U00937,S0053,Fashion,683.7,Prepaid,3.8,6,2024-01-15,West Bengal,0,0,,3-4★,5-6 days,40,Medium,2024-01
ORD000657,U00424,S0012,Electronics,2671.26,Prepaid,1.8,3,2023-08-15,Karnataka,1,0,,1-2★,3-4 days,40,Medium,2023-08
ORD000658,U00017,S0067,Fashion,542.02,COD,2.8,4,2024-03-03,Karnataka,2,1,Wrong item,2-3★,3-4 days,80,Very High,2024-03
ORD000659,U00201,S0085,Fashion,793.29,Prepaid,4.8,2,2023-08-24,Telangana,0,1,Changed mind,4-5★,1-2 days,15,Low,2023-08
ORD000660,U00854,S0063,Electronics,3473.57,Prepaid,5.0,4,2024-05-26,Andhra Pradesh,2,0,,4-5★,3-4 days,10,Low,2024-05
ORD000661,U00671,S0176,Fashion,236.82,Prepaid,4.8,6,2023-12-12,Uttar Pradesh,0,0,,4-5★,5-6 days,25,Low,2023-12
ORD000662,U00782,S0126,Beauty,567.89,Prepaid,4.8,5,2024-05-17,Gujarat,1,0,,4-5★,5-6 days,10,Low,2024-05
ORD000663,U00173,S0188,Fashion,856.85,COD,3.9,4,2023-12-27,Karnataka,3,1,Quality issue,3-4★,3-4 days,75,High,2023-12
ORD000664,U00738,S0140,Home & Kitchen,1955.58,COD,1.8,4,2024-05-15,Andhra Pradesh,0,1,Quality issue,1-2★,3-4 days,55,High,2024-05
ORD000665,U00658,S0016,Electronics,1623.58,COD,2.3,6,2024-06-20,Delhi,2,1,Size mismatch,2-3★,5-6 days,75,High,2024-06
ORD000666,U00968,S0172,Beauty,588.42,Prepaid,4.7,5,2023-02-19,Maharashtra,3,0,,4-5★,5-6 days,20,Low,2023-02
ORD000667,U00423,S0036,Home & Kitchen,2120.07,COD,3.7,4,2023-08-25,Delhi,0,0,,3-4★,3-4 days,40,Medium,2023-08
ORD000668,U00725,S0039,Fashion,149.1,Prepaid,4.7,2,2023-01-10,Tamil Nadu,0,0,,4-5★,1-2 days,15,Low,2023-01
ORD000669,U00518,S0117,Electronics,1847.05,Prepaid,5.0,5,2024-01-18,Telangana,0,1,Size mismatch,4-5★,5-6 days,0,Low,2024-01
ORD000670,U00654,S0171,Fashion,633.7,COD,1.8,4,2024-05-09,Gujarat,4,1,Late delivery,1-2★,3-4 days,90,Very High,2024-05
ORD000671,U00017,S0002,Sports,657.42,Prepaid,3.1,3,2024-06-28,Rajasthan,5,1,Damaged in transit,3-4★,3-4 days,35,Medium,2024-06
ORD000672,U00013,S0005,Fashion,814.87,Prepaid,1.2,5,2024-06-26,Uttar Pradesh,3,0,,1-2★,5-6 days,65,High,2024-06
ORD000673,U00549,S0074,Toys,1746.19,COD,4.4,7,2023-01-18,Rajasthan,1,1,Damaged in transit,4-5★,7+ days,45,Medium,2023-01
ORD000674,U00826,S0046,Fashion,1469.44,Prepaid,4.0,2,2023-04-20,Delhi,1,0,,3-4★,1-2 days,25,Low,2023-04
ORD000675,U00537,S0039,Books,448.18,COD,2.4,4,2023-09-04,Telangana,1,1,Quality issue,2-3★,3-4 days,65,High,2023-09
ORD000676,U00540,S0065,Home & Kitchen,1510.89,Prepaid,3.8,3,2023-12-29,Uttar Pradesh,0,0,,3-4★,3-4 days,15,Low,2023-12
ORD000677,U00815,S0102,Fashion,1212.96,Prepaid,4.0,2,2023-03-22,West Bengal,2,0,,3-4★,1-2 days,25,Low,2023-03
ORD000678,U00983,S0104,Fashion,779.58,COD,5.0,3,2024-04-15,Tamil Nadu,1,1,Damaged in transit,4-5★,3-4 days,50,Medium,2024-04
ORD000679,U00714,S0058,Fashion,585.52,COD,3.7,5,2023-11-04,Delhi,1,1,Late delivery,3-4★,5-6 days,65,High,2023-11
ORD000680,U00670,S0167,Fashion,1349.34,COD,2.1,6,2023-02-02,Rajasthan,0,1,Size mismatch,2-3★,5-6 days,80,Very High,2023-02
ORD000681,U00389,S0097,Home & Kitchen,685.93,COD,3.8,1,2024-05-02,Maharashtra,2,0,,3-4★,1-2 days,50,Medium,2024-05
ORD000682,U00653,S0003,Home & Kitchen,1475.08,Prepaid,3.8,4,2023-06-25,Gujarat,0,1,Size mismatch,3-4★,3-4 days,15,Low,2023-06
ORD000683,U00866,S0112,Home & Kitchen,506.13,COD,5.0,5,2023-12-06,Telangana,2,0,,4-5★,5-6 days,35,Medium,2023-12
ORD000684,U00879,S0025,Sports,1133.3,COD,4.3,3,2024-06-24,Tamil Nadu,1,1,Size mismatch,4-5★,3-4 days,35,Medium,2024-06
ORD000685,U00217,S0178,Books,933.98,COD,3.7,3,2024-05-01,Uttar Pradesh,1,0,,3-4★,3-4 days,50,Medium,2024-05
ORD000686,U00048,S0020,Fashion,504.3,COD,5.0,7,2023-10-15,Andhra Pradesh,0,0,,4-5★,7+ days,50,Medium,2023-10
ORD000687,U00578,S0169,Fashion,882.82,Prepaid,4.8,4,2023-02-03,Karnataka,1,0,,4-5★,3-4 days,25,Low,2023-02
ORD000688,U00952,S0081,Fashion,391.59,COD,4.1,3,2023-01-17,Telangana,4,1,Quality issue,4-5★,3-4 days,60,High,2023-01
ORD000689,U00148,S0193,Sports,1039.65,Prepaid,3.4,4,2024-02-12,Delhi,4,0,,3-4★,3-4 days,35,Medium,2024-02
ORD000690,U00307,S0042,Fashion,425.96,COD,2.7,2,2023-09-04,Rajasthan,0,1,Damaged in transit,2-3★,1-2 days,70,High,2023-09
ORD000691,U00694,S0139,Beauty,506.85,COD,3.3,6,2023-12-06,Rajasthan,0,0,,3-4★,5-6 days,50,Medium,2023-12
ORD000692,U00774,S0190,Electronics,5319.59,Prepaid,4.1,3,2023-05-24,Delhi,0,0,,4-5★,3-4 days,0,Low,2023-05
ORD000693,U00513,S0191,Sports,1650.53,Prepaid,3.2,5,2023-12-21,Maharashtra,5,0,,3-4★,5-6 days,35,Medium,2023-12
ORD000694,U00101,S0112,Home & Kitchen,1019.74,COD,4.7,6,2023-08-26,Delhi,4,1,Not as described,4-5★,5-6 days,55,High,2023-08
ORD000695,U00349,S0155,Home & Kitchen,379.49,COD,5.0,8,2024-02-11,West Bengal,0,0,,4-5★,7+ days,45,Medium,2024-02
ORD000696,U00031,S0163,Beauty,341.5,COD,1.8,7,2023-10-07,Gujarat,1,0,,1-2★,7+ days,75,High,2023-10
ORD000697,U00503,S0059,Fashion,1587.49,COD,4.8,5,2023-12-31,Andhra Pradesh,1,0,,4-5★,5-6 days,50,Medium,2023-12
ORD000698,U00964,S0097,Fashion,282.68,COD,4.8,6,2024-03-18,Telangana,5,1,Quality issue,4-5★,5-6 days,70,High,2024-03
ORD000699,U00677,S0098,Fashion,760.02,Prepaid,4.2,2,2023-03-29,Telangana,5,0,,4-5★,1-2 days,35,Medium,2023-03
ORD000700,U00303,S0064,Fashion,696.91,COD,1.8,6,2023-03-17,Uttar Pradesh,0,1,Size mismatch,1-2★,5-6 days,80,Very High,2023-03
ORD000701,U00158,S0098,Fashion,676.44,COD,3.4,6,2023-06-07,Rajasthan,0,1,Late delivery,3-4★,5-6 days,65,High,2023-06
ORD000702,U00325,S0093,Fashion,708.07,COD,4.3,4,2023-04-20,Maharashtra,3,1,Size mismatch,4-5★,3-4 days,60,High,2023-04
ORD000703,U00966,S0079,Home & Kitchen,611.07,COD,3.7,4,2024-03-31,West Bengal,1,0,,3-4★,3-4 days,50,Medium,2024-03
ORD000704,U00780,S0070,Electronics,5340.7,Prepaid,4.2,4,2023-04-15,Delhi,3,1,Quality issue,4-5★,3-4 days,20,Low,2023-04
ORD000705,U00192,S0111,Home & Kitchen,501.73,COD,1.6,6,2024-04-04,Andhra Pradesh,0,1,Damaged in transit,1-2★,5-6 days,65,High,2024-04
ORD000706,U00525,S0105,Beauty,2243.54,COD,3.7,8,2023-04-16,Maharashtra,3,0,,3-4★,7+ days,80,Very High,2023-04
ORD000707,U00092,S0091,Electronics,2453.87,COD,1.1,4,2023-04-06,Telangana,1,1,Damaged in transit,1-2★,3-4 days,65,High,2023-04
ORD000708,U00804,S0084,Electronics,4869.23,Prepaid,4.2,3,2024-01-30,Maharashtra,3,0,,4-5★,3-4 days,20,Low,2024-01
ORD000709,U00299,S0106,Fashion,976.47,Prepaid,3.8,6,2024-02-02,Delhi,2,1,Not as described,3-4★,5-6 days,50,Medium,2024-02
ORD000710,U00743,S0144,Electronics,1449.36,COD,3.9,10,2023-09-06,Andhra Pradesh,1,1,Damaged in transit,3-4★,7+ days,70,High,2023-09
ORD000711,U00174,S0176,Home & Kitchen,2152.29,Prepaid,3.8,4,2024-01-25,Karnataka,0,0,,3-4★,3-4 days,15,Low,2024-01
ORD000712,U00143,S0069,Fashion,526.14,Prepaid,4.1,4,2023-11-05,Uttar Pradesh,0,0,,4-5★,3-4 days,15,Low,2023-11
ORD000713,U00505,S0038,Fashion,385.19,Prepaid,2.7,4,2023-03-06,Rajasthan,4,1,Quality issue,2-3★,3-4 days,65,High,2023-03
ORD000714,U00283,S0108,Electronics,15000.0,COD,2.4,5,2023-11-03,Gujarat,0,0,,2-3★,5-6 days,55,High,2023-11
ORD000715,U00802,S0020,Fashion,312.68,Prepaid,5.0,5,2024-01-05,Tamil Nadu,3,1,Wrong item,4-5★,5-6 days,35,Medium,2024-01
ORD000716,U00739,S0161,Fashion,1031.7,COD,4.9,5,2024-05-22,Telangana,2,1,Damaged in transit,4-5★,5-6 days,50,Medium,2024-05
ORD000717,U00201,S0118,Fashion,449.74,COD,1.3,8,2023-04-20,Uttar Pradesh,0,1,Quality issue,1-2★,7+ days,90,Very High,2023-04
ORD000718,U00007,S0102,Fashion,253.9,Prepaid,4.7,3,2023-12-07,Telangana,2,0,,4-5★,3-4 days,25,Low,2023-12
ORD000719,U00390,S0085,Fashion,271.07,COD,5.0,4,2024-03-26,Rajasthan,4,1,Wrong item,4-5★,3-4 days,60,High,2024-03
ORD000720,U00836,S0167,Beauty,1450.58,COD,5.0,2,2023-05-20,Uttar Pradesh,4,0,,4-5★,1-2 days,45,Medium,2023-05
ORD000721,U00329,S0155,Beauty,1191.72,Prepaid,3.4,1,2023-07-25,Gujarat,0,0,,3-4★,1-2 days,15,Low,2023-07
ORD000722,U00322,S0046,Home & Kitchen,680.24,Prepaid,1.4,1,2024-02-12,Uttar Pradesh,0,1,Wrong item,1-2★,1-2 days,30,Medium,2024-02
ORD000723,U00753,S0178,Home & Kitchen,991.62,Prepaid,1.0,4,2024-05-17,Tamil Nadu,1,1,Damaged in transit,1-2★,3-4 days,40,Medium,2024-05
ORD000724,U00334,S0097,Home & Kitchen,1163.0,COD,5.0,2,2023-10-15,Rajasthan,1,1,Not as described,4-5★,1-2 days,35,Medium,2023-10
ORD000725,U00374,S0030,Sports,522.16,Prepaid,3.7,5,2023-07-24,Telangana,0,0,,3-4★,5-6 days,15,Low,2023-07
ORD000726,U00559,S0047,Beauty,1073.7,Prepaid,4.0,5,2023-01-28,Gujarat,0,0,,3-4★,5-6 days,0,Low,2023-01
ORD000727,U00966,S0182,Electronics,3243.52,Prepaid,4.7,2,2023-08-03,Gujarat,0,0,,4-5★,1-2 days,0,Low,2023-08
ORD000728,U00817,S0075,Fashion,405.08,Prepaid,2.1,4,2023-03-12,Rajasthan,2,1,Not as described,2-3★,3-4 days,55,High,2023-03
ORD000729,U00690,S0128,Home & Kitchen,1326.88,Prepaid,2.3,4,2023-05-23,Uttar Pradesh,0,0,,2-3★,3-4 days,30,Medium,2023-05
ORD000730,U00248,S0065,Fashion,372.47,Prepaid,4.7,4,2023-06-07,Rajasthan,3,0,,4-5★,3-4 days,35,Medium,2023-06
ORD000731,U00809,S0097,Electronics,3771.62,COD,5.0,4,2023-03-17,Gujarat,1,0,,4-5★,3-4 days,35,Medium,2023-03
ORD000732,U00613,S0123,Sports,1233.69,COD,3.0,4,2024-02-15,Andhra Pradesh,0,0,,2-3★,3-4 days,40,Medium,2024-02
ORD000733,U00519,S0178,Electronics,2179.2,COD,4.8,3,2024-03-04,Maharashtra,1,1,Damaged in transit,4-5★,3-4 days,35,Medium,2024-03
ORD000734,U00810,S0093,Fashion,552.41,COD,4.0,4,2023-03-29,Delhi,1,0,,3-4★,3-4 days,50,Medium,2023-03
ORD000735,U00788,S0064,Fashion,396.91,COD,4.8,5,2023-12-30,Telangana,0,1,Quality issue,4-5★,5-6 days,40,Medium,2023-12
ORD000736,U00046,S0145,Beauty,598.55,COD,3.8,5,2024-02-14,West Bengal,0,0,,3-4★,5-6 days,40,Medium,2024-02
ORD000737,U00989,S0111,Fashion,541.89,Prepaid,3.3,2,2023-04-19,Maharashtra,0,0,,3-4★,1-2 days,30,Medium,2023-04
ORD000738,U00101,S0067,Fashion,1119.14,COD,5.0,4,2023-08-16,Andhra Pradesh,4,1,Damaged in transit,4-5★,3-4 days,60,High,2023-08
ORD000739,U00572,S0149,Fashion,1216.77,Prepaid,3.1,2,2023-08-15,West Bengal,0,1,Changed mind,3-4★,1-2 days,30,Medium,2023-08
ORD000740,U00401,S0119,Toys,1704.57,Prepaid,5.0,3,2024-05-27,Karnataka,0,0,,4-5★,3-4 days,0,Low,2024-05
ORD000741,U00354,S0007,Fashion,771.76,COD,1.0,4,2024-05-09,Uttar Pradesh,4,1,Size mismatch,1-2★,3-4 days,90,Very High,2024-05
ORD000742,U00426,S0022,Beauty,1999.49,COD,3.7,6,2023-04-29,Karnataka,2,1,Not as described,3-4★,5-6 days,60,High,2023-04
ORD000743,U00357,S0080,Electronics,15000.0,Prepaid,4.0,2,2023-12-18,Tamil Nadu,0,1,Changed mind,3-4★,1-2 days,0,Low,2023-12
ORD000744,U00534,S0124,Fashion,577.33,Prepaid,3.7,6,2023-12-23,Delhi,0,1,Changed mind,3-4★,5-6 days,40,Medium,2023-12
ORD000745,U00449,S0185,Fashion,293.22,COD,4.4,2,2024-04-08,Delhi,0,1,Wrong item,4-5★,1-2 days,40,Medium,2024-04
ORD000746,U00308,S0012,Home & Kitchen,629.38,COD,5.0,4,2023-04-28,West Bengal,1,1,Size mismatch,4-5★,3-4 days,35,Medium,2023-04
ORD000747,U00664,S0028,Fashion,1120.13,COD,2.4,1,2023-06-18,Tamil Nadu,3,1,Late delivery,2-3★,1-2 days,90,Very High,2023-06
ORD000748,U00529,S0045,Fashion,242.26,COD,2.2,5,2023-06-13,West Bengal,2,0,,2-3★,5-6 days,80,Very High,2023-06
ORD000749,U00574,S0110,Home & Kitchen,710.92,Prepaid,2.7,5,2024-04-18,Tamil Nadu,1,0,,2-3★,5-6 days,40,Medium,2024-04
ORD000750,U00817,S0104,Home & Kitchen,656.46,COD,4.8,3,2023-07-08,Rajasthan,1,1,Quality issue,4-5★,3-4 days,35,Medium,2023-07
ORD000751,U00406,S0008,Electronics,3047.55,COD,5.0,3,2023-07-22,Gujarat,0,0,,4-5★,3-4 days,25,Low,2023-07
ORD000752,U00607,S0110,Fashion,372.4,Prepaid,3.8,4,2024-02-03,Maharashtra,0,0,,3-4★,3-4 days,30,Medium,2024-02
ORD000753,U00722,S0055,Fashion,1479.18,Prepaid,3.7,4,2023-07-30,Uttar Pradesh,3,0,,3-4★,3-4 days,50,Medium,2023-07
ORD000754,U00771,S0181,Home & Kitchen,354.06,Prepaid,5.0,2,2023-03-06,Telangana,1,0,,4-5★,1-2 days,10,Low,2023-03
ORD000755,U00105,S0138,Beauty,508.25,Prepaid,3.7,4,2023-07-11,West Bengal,0,0,,3-4★,3-4 days,15,Low,2023-07
ORD000756,U00334,S0051,Fashion,827.73,COD,4.1,5,2024-04-13,Uttar Pradesh,3,1,Size mismatch,4-5★,5-6 days,60,High,2024-04
ORD000757,U00687,S0126,Fashion,595.66,Prepaid,5.0,9,2024-06-24,West Bengal,0,1,Late delivery,4-5★,7+ days,35,Medium,2024-06
ORD000758,U00612,S0100,Home & Kitchen,986.45,COD,4.7,4,2024-02-06,Telangana,1,0,,4-5★,3-4 days,35,Medium,2024-02
ORD000759,U00117,S0090,Fashion,1229.38,COD,5.0,5,2023-12-27,Gujarat,2,1,Not as described,4-5★,5-6 days,50,Medium,2023-12
ORD000760,U00633,S0045,Home & Kitchen,733.83,Prepaid,4.4,4,2023-11-01,Telangana,0,0,,4-5★,3-4 days,0,Low,2023-11
ORD000761,U00605,S0022,Books,1339.94,Prepaid,3.7,5,2023-05-18,West Bengal,0,0,,3-4★,5-6 days,15,Low,2023-05
ORD000762,U00121,S0062,Electronics,2766.87,COD,4.9,4,2023-11-09,Delhi,0,0,,4-5★,3-4 days,25,Low,2023-11
ORD000763,U00188,S0096,Electronics,2546.59,COD,3.8,3,2023-05-25,Andhra Pradesh,4,0,,3-4★,3-4 days,60,High,2023-05
ORD000764,U00398,S0108,Home & Kitchen,1588.32,Prepaid,1.1,4,2023-05-22,Rajasthan,1,1,Damaged in transit,1-2★,3-4 days,40,Medium,2023-05
ORD000765,U00434,S0048,Fashion,392.89,COD,1.2,4,2024-05-13,Andhra Pradesh,1,1,Late delivery,1-2★,3-4 days,80,Very High,2024-05
ORD000766,U00711,S0166,Beauty,269.81,COD,3.0,3,2023-06-27,Andhra Pradesh,0,0,,2-3★,3-4 days,40,Medium,2023-06
ORD000767,U00171,S0126,Home & Kitchen,768.41,COD,3.4,4,2023-10-23,Karnataka,2,1,Quality issue,3-4★,3-4 days,50,Medium,2023-10
ORD000768,U00323,S0116,Electronics,8599.53,COD,4.3,8,2023-02-24,West Bengal,1,1,Not as described,4-5★,7+ days,55,High,2023-02
ORD000769,U00975,S0003,Books,708.33,COD,3.0,4,2024-05-11,Tamil Nadu,1,1,Quality issue,2-3★,3-4 days,50,Medium,2024-05
ORD000770,U00835,S0099,Fashion,745.1,COD,5.0,3,2024-06-01,Gujarat,4,0,,4-5★,3-4 days,60,High,2024-06
ORD000771,U00419,S0176,Fashion,764.71,COD,1.0,4,2024-05-18,Gujarat,1,1,Changed mind,1-2★,3-4 days,80,Very High,2024-05
ORD000772,U00501,S0043,Beauty,1409.16,COD,3.7,4,2023-03-26,Telangana,2,0,,3-4★,3-4 days,50,Medium,2023-03
ORD000773,U00032,S0195,Toys,891.28,COD,4.3,5,2023-08-14,Maharashtra,3,1,Wrong item,4-5★,5-6 days,45,Medium,2023-08
ORD000774,U00282,S0058,Sports,364.76,COD,4.9,3,2023-10-23,Karnataka,1,0,,4-5★,3-4 days,35,Medium,2023-10
ORD000775,U00800,S0118,Fashion,1169.1,COD,2.9,4,2024-05-22,Andhra Pradesh,4,1,Damaged in transit,2-3★,3-4 days,90,Very High,2024-05
ORD000776,U00116,S0147,Electronics,2771.99,Prepaid,3.6,3,2023-04-27,Andhra Pradesh,1,1,Wrong item,3-4★,3-4 days,25,Low,2023-04
ORD000777,U00844,S0094,Books,610.2,Prepaid,4.4,7,2023-02-12,Gujarat,1,0,,4-5★,7+ days,20,Low,2023-02
ORD000778,U00560,S0056,Home & Kitchen,1400.76,Prepaid,1.7,4,2024-03-11,Tamil Nadu,0,1,Size mismatch,1-2★,3-4 days,30,Medium,2024-03
ORD000779,U00305,S0009,Beauty,937.5,COD,5.0,2,2024-04-05,Uttar Pradesh,1,0,,4-5★,1-2 days,35,Medium,2024-04
ORD000780,U00357,S0023,Toys,726.29,COD,3.3,3,2024-03-25,Delhi,1,1,Not as described,3-4★,3-4 days,50,Medium,2024-03
ORD000781,U00795,S0061,Fashion,309.26,Prepaid,4.8,6,2023-08-03,Telangana,0,0,,4-5★,5-6 days,25,Low,2023-08
ORD000782,U00706,S0090,Fashion,404.18,Prepaid,5.0,6,2024-03-14,Karnataka,1,0,,4-5★,5-6 days,35,Medium,2024-03
ORD000783,U00631,S0036,Beauty,912.56,COD,3.7,4,2023-07-31,Tamil Nadu,1,0,,3-4★,3-4 days,50,Medium,2023-07
ORD000784,U00825,S0016,Fashion,1078.53,COD,4.4,4,2023-12-26,Andhra Pradesh,1,0,,4-5★,3-4 days,50,Medium,2023-12
